year,category,nominee,winner
1997,WRITING (Screenplay Written Directly for the Screen),Lone Star,False
1997,WRITING (Screenplay Written Directly for the Screen),Secrets & Lies,False
1997,WRITING (Screenplay Written Directly for the Screen),Shine,False
1997,HONORARY AWARD,,True
1997,IRVING G. THALBERG MEMORIAL AWARD,,True
1997,AWARD OF COMMENDATION,,True
1997,JOHN A. BONNER MEDAL OF COMMENDATION,,True
1997,JOHN A. BONNER MEDAL OF COMMENDATION,,True
1998,ACTOR IN A LEADING ROLE,Good Will Hunting,False
1998,ACTOR IN A LEADING ROLE,The Apostle,False
1998,ACTOR IN A LEADING ROLE,Ulee's Gold,False
1998,ACTOR IN A LEADING ROLE,Wag the Dog,False
1998,ACTOR IN A LEADING ROLE,As Good as It Gets,True
1998,ACTOR IN A SUPPORTING ROLE,Jackie Brown,False
1998,ACTOR IN A SUPPORTING ROLE,Amistad,False
1998,ACTOR IN A SUPPORTING ROLE,As Good as It Gets,False
1998,ACTOR IN A SUPPORTING ROLE,Boogie Nights,False
1998,ACTOR IN A SUPPORTING ROLE,Good Will Hunting,True
1998,ACTRESS IN A LEADING ROLE,The Wings of the Dove,False
1998,ACTRESS IN A LEADING ROLE,Afterglow,False
1998,ACTRESS IN A LEADING ROLE,Mrs. Brown,False
1998,ACTRESS IN A LEADING ROLE,As Good as It Gets,True
1998,ACTRESS IN A LEADING ROLE,Titanic,False
1998,ACTRESS IN A SUPPORTING ROLE,L.A. Confidential,True
1998,ACTRESS IN A SUPPORTING ROLE,In & Out,False
1998,ACTRESS IN A SUPPORTING ROLE,Good Will Hunting,False
1998,ACTRESS IN A SUPPORTING ROLE,Boogie Nights,False
1998,ACTRESS IN A SUPPORTING ROLE,Titanic,False
1998,ART DIRECTION,Gattaca,False
1998,ART DIRECTION,Kundun,False
1998,ART DIRECTION,L.A. Confidential,False
1998,ART DIRECTION,Men in Black,False
1998,ART DIRECTION,Titanic,True
1998,CINEMATOGRAPHY,Amistad,False
1998,CINEMATOGRAPHY,Kundun,False
1998,CINEMATOGRAPHY,L.A. Confidential,False
1998,CINEMATOGRAPHY,Titanic,True
1998,CINEMATOGRAPHY,The Wings of the Dove,False
1998,COSTUME DESIGN,Amistad,False
1998,COSTUME DESIGN,Kundun,False
1998,COSTUME DESIGN,Oscar and Lucinda,False
1998,COSTUME DESIGN,Titanic,True
1998,COSTUME DESIGN,The Wings of the Dove,False
1998,DIRECTING,The Full Monty,False
1998,DIRECTING,Good Will Hunting,False
1998,DIRECTING,L.A. Confidential,False
1998,DIRECTING,The Sweet Hereafter,False
1998,DIRECTING,Titanic,True
1998,DOCUMENTARY (Feature),Ayn Rand: A Sense of Life,False
1998,DOCUMENTARY (Feature),Colors Straight Up,False
1998,DOCUMENTARY (Feature),4 Little Girls,False
1998,DOCUMENTARY (Feature),The Long Way Home,True
1998,DOCUMENTARY (Feature),Waco: The Rules of Engagement,False
1998,DOCUMENTARY (Short Subject),Alaska: Spirit of the Wild,False
1998,DOCUMENTARY (Short Subject),Amazon,False
1998,DOCUMENTARY (Short Subject),Daughter of the Bride,False
1998,DOCUMENTARY (Short Subject),Still Kicking: The Fabulous Palm Springs Follies,False
1998,DOCUMENTARY (Short Subject),A Story of Healing,True
1998,FILM EDITING,Air Force One,False
1998,FILM EDITING,As Good as It Gets,False
1998,FILM EDITING,Good Will Hunting,False
1998,FILM EDITING,L.A. Confidential,False
1998,FILM EDITING,Titanic,True
1998,FOREIGN LANGUAGE FILM,Beyond Silence,False
1998,FOREIGN LANGUAGE FILM,Character,True
1998,FOREIGN LANGUAGE FILM,Four Days in September,False
1998,FOREIGN LANGUAGE FILM,Secrets of the Heart,False
1998,FOREIGN LANGUAGE FILM,The Thief,False
1998,MAKEUP,Men in Black,True
1998,MAKEUP,Mrs. Brown,False
1998,MAKEUP,Titanic,False
1998,MUSIC (Original Dramatic Score),Amistad,False
1998,MUSIC (Original Dramatic Score),Good Will Hunting,False
1998,MUSIC (Original Dramatic Score),Kundun,False
1998,MUSIC (Original Dramatic Score),L.A. Confidential,False
1998,MUSIC (Original Dramatic Score),Titanic,True
1998,MUSIC (Original Musical or Comedy Score),Anastasia,False
1998,MUSIC (Original Musical or Comedy Score),As Good as It Gets,False
1998,MUSIC (Original Musical or Comedy Score),The Full Monty,True
1998,MUSIC (Original Musical or Comedy Score),Men in Black,False
1998,MUSIC (Original Musical or Comedy Score),My Best Friend's Wedding,False
1998,MUSIC (Original Song),Hercules,False
1998,MUSIC (Original Song),Con Air,False
1998,MUSIC (Original Song),Anastasia,False
1998,MUSIC (Original Song),Good Will Hunting,False
1998,MUSIC (Original Song),Titanic,True
1998,BEST PICTURE,As Good as It Gets,False
1998,BEST PICTURE,The Full Monty,False
1998,BEST PICTURE,Good Will Hunting,False
1998,BEST PICTURE,L.A. Confidential,False
1998,BEST PICTURE,Titanic,True
1998,SHORT FILM (Animated),Famous Fred,False
1998,SHORT FILM (Animated),Geri's Game,True
1998,SHORT FILM (Animated),La Vieille Dame et les Pigeons (The Old Lady and the Pigeons),False
1998,SHORT FILM (Animated),The Mermaid,False
1998,SHORT FILM (Animated),Redux Riding Hood,False
1998,SHORT FILM (Live Action),Dance Lexie Dance,False
1998,SHORT FILM (Live Action),It's Good to Talk,False
1998,SHORT FILM (Live Action),Sweethearts?,False
1998,SHORT FILM (Live Action),Visas and Virtue,True
1998,SHORT FILM (Live Action),Wolfgang,False
1998,SOUND,Air Force One,False
1998,SOUND,Con Air,False
1998,SOUND,Contact,False
1998,SOUND,L.A. Confidential,False
1998,SOUND,Titanic,True
1998,SOUND EFFECTS EDITING,Face/Off,False
1998,SOUND EFFECTS EDITING,The Fifth Element,False
1998,SOUND EFFECTS EDITING,Titanic,True
1998,VISUAL EFFECTS,The Lost World: Jurassic Park,False
1998,VISUAL EFFECTS,Starship Troopers,False
1998,VISUAL EFFECTS,Titanic,True
1998,WRITING (Screenplay Based on Material Previously Produced or Published),Donnie Brasco,False
1998,WRITING (Screenplay Based on Material Previously Produced or Published),L.A. Confidential,True
1998,WRITING (Screenplay Based on Material Previously Produced or Published),The Sweet Hereafter,False
1998,WRITING (Screenplay Based on Material Previously Produced or Published),Wag the Dog,False
1998,WRITING (Screenplay Based on Material Previously Produced or Published),The Wings of the Dove,False
1998,WRITING (Screenplay Written Directly for the Screen),As Good as It Gets,False
1998,WRITING (Screenplay Written Directly for the Screen),Boogie Nights,False
1998,WRITING (Screenplay Written Directly for the Screen),Deconstructing Harry,False
1998,WRITING (Screenplay Written Directly for the Screen),The Full Monty,False
1998,WRITING (Screenplay Written Directly for the Screen),Good Will Hunting,True
1998,HONORARY AWARD,,True
1998,GORDON E. SAWYER AWARD,,True
1998,JOHN A. BONNER MEDAL OF COMMENDATION,,True
1999,ACTOR IN A LEADING ROLE,Life Is Beautiful,True
1999,ACTOR IN A LEADING ROLE,Saving Private Ryan,False
1999,ACTOR IN A LEADING ROLE,Gods and Monsters,False
1999,ACTOR IN A LEADING ROLE,Affliction,False
1999,ACTOR IN A LEADING ROLE,American History X,False
1999,ACTOR IN A SUPPORTING ROLE,Affliction,True
1999,ACTOR IN A SUPPORTING ROLE,A Civil Action,False
1999,ACTOR IN A SUPPORTING ROLE,The Truman Show,False
1999,ACTOR IN A SUPPORTING ROLE,Shakespeare in Love,False
1999,ACTOR IN A SUPPORTING ROLE,A Simple Plan,False
1999,ACTRESS IN A LEADING ROLE,Elizabeth,False
1999,ACTRESS IN A LEADING ROLE,Central Station,False
1999,ACTRESS IN A LEADING ROLE,Shakespeare in Love,True
1999,ACTRESS IN A LEADING ROLE,One True Thing,False
1999,ACTRESS IN A LEADING ROLE,Hilary and Jackie,False
1999,ACTRESS IN A SUPPORTING ROLE,Primary Colors,False
1999,ACTRESS IN A SUPPORTING ROLE,Little Voice,False
1999,ACTRESS IN A SUPPORTING ROLE,Shakespeare in Love,True
1999,ACTRESS IN A SUPPORTING ROLE,Hilary and Jackie,False
1999,ACTRESS IN A SUPPORTING ROLE,Gods and Monsters,False
1999,ART DIRECTION,Elizabeth,False
1999,ART DIRECTION,Pleasantville,False
1999,ART DIRECTION,Saving Private Ryan,False
1999,ART DIRECTION,Shakespeare in Love,True
1999,ART DIRECTION,What Dreams May Come,False
1999,CINEMATOGRAPHY,A Civil Action,False
1999,CINEMATOGRAPHY,Elizabeth,False
1999,CINEMATOGRAPHY,Saving Private Ryan,True
1999,CINEMATOGRAPHY,Shakespeare in Love,False
1999,CINEMATOGRAPHY,The Thin Red Line,False
1999,COSTUME DESIGN,Beloved,False
1999,COSTUME DESIGN,Elizabeth,False
1999,COSTUME DESIGN,Pleasantville,False
1999,COSTUME DESIGN,Shakespeare in Love,True
1999,COSTUME DESIGN,Velvet Goldmine,False
1999,DIRECTING,Life Is Beautiful,False
1999,DIRECTING,Saving Private Ryan,True
1999,DIRECTING,Shakespeare in Love,False
1999,DIRECTING,The Thin Red Line,False
1999,DIRECTING,The Truman Show,False
1999,DOCUMENTARY (Feature),Dancemaker,False
1999,DOCUMENTARY (Feature),"The Farm: Angola, U.S.A.",False
1999,DOCUMENTARY (Feature),The Last Days,True
1999,DOCUMENTARY (Feature),Lenny Bruce: Swear to Tell the Truth,False
1999,DOCUMENTARY (Feature),Regret to Inform,False
1999,DOCUMENTARY (Short Subject),The Personals: Improvisations on Romance in the Golden Years,True
1999,DOCUMENTARY (Short Subject),A Place in the Land,False
1999,DOCUMENTARY (Short Subject),Sunrise over Tiananmen Square,False
1999,FILM EDITING,Life Is Beautiful,False
1999,FILM EDITING,Out of Sight,False
1999,FILM EDITING,Saving Private Ryan,True
1999,FILM EDITING,Shakespeare in Love,False
1999,FILM EDITING,The Thin Red Line,False
1999,FOREIGN LANGUAGE FILM,Central Station,False
1999,FOREIGN LANGUAGE FILM,Children of Heaven,False
1999,FOREIGN LANGUAGE FILM,The Grandfather,False
1999,FOREIGN LANGUAGE FILM,Life Is Beautiful,True
1999,FOREIGN LANGUAGE FILM,Tango,False
1999,MAKEUP,Elizabeth,True
1999,MAKEUP,Saving Private Ryan,False
1999,MAKEUP,Shakespeare in Love,False
1999,MUSIC (Original Dramatic Score),Elizabeth,False
1999,MUSIC (Original Dramatic Score),Life Is Beautiful,True
1999,MUSIC (Original Dramatic Score),Pleasantville,False
1999,MUSIC (Original Dramatic Score),Saving Private Ryan,False
1999,MUSIC (Original Dramatic Score),The Thin Red Line,False
1999,MUSIC (Original Musical or Comedy Score),A Bug's Life,False
1999,MUSIC (Original Musical or Comedy Score),Mulan,False
1999,MUSIC (Original Musical or Comedy Score),Patch Adams,False
1999,MUSIC (Original Musical or Comedy Score),The Prince of Egypt,False
1999,MUSIC (Original Musical or Comedy Score),Shakespeare in Love,True
1999,MUSIC (Original Song),Armageddon,False
1999,MUSIC (Original Song),Quest for Camelot,False
1999,MUSIC (Original Song),The Horse Whisperer,False
1999,MUSIC (Original Song),Babe: Pig in the City,False
1999,MUSIC (Original Song),The Prince of Egypt,True
1999,BEST PICTURE,Elizabeth,False
1999,BEST PICTURE,Life Is Beautiful,False
1999,BEST PICTURE,Saving Private Ryan,False
1999,BEST PICTURE,Shakespeare in Love,True
1999,BEST PICTURE,The Thin Red Line,False
1999,SHORT FILM (Animated),Bunny,True
1999,SHORT FILM (Animated),The Canterbury Tales,False
1999,SHORT FILM (Animated),Jolly Roger,False
1999,SHORT FILM (Animated),More,False
1999,SHORT FILM (Animated),When Life Departs,False
1999,SHORT FILM (Live Action),Culture,False
1999,SHORT FILM (Live Action),Election Night (Valgaften),True
1999,SHORT FILM (Live Action),Holiday Romance,False
1999,SHORT FILM (Live Action),La Carte Postale (The Postcard),False
1999,SHORT FILM (Live Action),Victor,False
1999,SOUND,Armageddon,False
1999,SOUND,The Mask of Zorro,False
1999,SOUND,Saving Private Ryan,True
1999,SOUND,Shakespeare in Love,False
1999,SOUND,The Thin Red Line,False
1999,SOUND EFFECTS EDITING,Armageddon,False
1999,SOUND EFFECTS EDITING,The Mask of Zorro,False
1999,SOUND EFFECTS EDITING,Saving Private Ryan,True
1999,VISUAL EFFECTS,Armageddon,False
1999,VISUAL EFFECTS,Mighty Joe Young,False
1999,VISUAL EFFECTS,What Dreams May Come,True
1999,WRITING (Screenplay Based on Material Previously Produced or Published),Gods and Monsters,True
1999,WRITING (Screenplay Based on Material Previously Produced or Published),Out of Sight,False
1999,WRITING (Screenplay Based on Material Previously Produced or Published),Primary Colors,False
1999,WRITING (Screenplay Based on Material Previously Produced or Published),A Simple Plan,False
1999,WRITING (Screenplay Based on Material Previously Produced or Published),The Thin Red Line,False
1999,WRITING (Screenplay Written Directly for the Screen),Bulworth,False
1999,WRITING (Screenplay Written Directly for the Screen),Life Is Beautiful,False
1999,WRITING (Screenplay Written Directly for the Screen),Saving Private Ryan,False
1999,WRITING (Screenplay Written Directly for the Screen),Shakespeare in Love,True
1999,WRITING (Screenplay Written Directly for the Screen),The Truman Show,False
1999,HONORARY AWARD,,True
1999,IRVING G. THALBERG MEMORIAL AWARD,,True
1999,JOHN A. BONNER MEDAL OF COMMENDATION,,True
2000,ACTOR IN A LEADING ROLE,The Insider,False
2000,ACTOR IN A LEADING ROLE,The Straight Story,False
2000,ACTOR IN A LEADING ROLE,Sweet and Lowdown,False
2000,ACTOR IN A LEADING ROLE,American Beauty,True
2000,ACTOR IN A LEADING ROLE,The Hurricane,False
2000,ACTOR IN A SUPPORTING ROLE,The Cider House Rules,True
2000,ACTOR IN A SUPPORTING ROLE,Magnolia,False
2000,ACTOR IN A SUPPORTING ROLE,The Green Mile,False
2000,ACTOR IN A SUPPORTING ROLE,The Talented Mr. Ripley,False
2000,ACTOR IN A SUPPORTING ROLE,The Sixth Sense,False
2000,ACTRESS IN A LEADING ROLE,American Beauty,False
2000,ACTRESS IN A LEADING ROLE,Tumbleweeds,False
2000,ACTRESS IN A LEADING ROLE,The End of the Affair,False
2000,ACTRESS IN A LEADING ROLE,Music of the Heart,False
2000,ACTRESS IN A LEADING ROLE,Boys Don't Cry,True
2000,ACTRESS IN A SUPPORTING ROLE,The Sixth Sense,False
2000,ACTRESS IN A SUPPORTING ROLE,"Girl, Interrupted",True
2000,ACTRESS IN A SUPPORTING ROLE,Being John Malkovich,False
2000,ACTRESS IN A SUPPORTING ROLE,Sweet and Lowdown,False
2000,ACTRESS IN A SUPPORTING ROLE,Boys Don't Cry,False
2000,ART DIRECTION,Anna and the King,False
2000,ART DIRECTION,The Cider House Rules,False
2000,ART DIRECTION,Sleepy Hollow,True
2000,ART DIRECTION,The Talented Mr. Ripley,False
2000,ART DIRECTION,Topsy-Turvy,False
2000,CINEMATOGRAPHY,American Beauty,True
2000,CINEMATOGRAPHY,The End of the Affair,False
2000,CINEMATOGRAPHY,The Insider,False
2000,CINEMATOGRAPHY,Sleepy Hollow,False
2000,CINEMATOGRAPHY,Snow Falling on Cedars,False
2000,COSTUME DESIGN,Anna and the King,False
2000,COSTUME DESIGN,Sleepy Hollow,False
2000,COSTUME DESIGN,The Talented Mr. Ripley,False
2000,COSTUME DESIGN,Titus,False
2000,COSTUME DESIGN,Topsy-Turvy,True
2000,DIRECTING,American Beauty,True
2000,DIRECTING,Being John Malkovich,False
2000,DIRECTING,The Cider House Rules,False
2000,DIRECTING,The Insider,False
2000,DIRECTING,The Sixth Sense,False
2000,DOCUMENTARY (Feature),Buena Vista Social Club,False
2000,DOCUMENTARY (Feature),Genghis Blues,False
2000,DOCUMENTARY (Feature),On the Ropes,False
2000,DOCUMENTARY (Feature),One Day in September,True
2000,DOCUMENTARY (Feature),Speaking in Strings,False
2000,DOCUMENTARY (Short Subject),Eyewitness,False
2000,DOCUMENTARY (Short Subject),King Gimp,True
2000,DOCUMENTARY (Short Subject),The Wildest Show in the South: The Angola Prison Rodeo,False
2000,FILM EDITING,American Beauty,False
2000,FILM EDITING,The Cider House Rules,False
2000,FILM EDITING,The Insider,False
2000,FILM EDITING,The Matrix,True
2000,FILM EDITING,The Sixth Sense,False
2000,FOREIGN LANGUAGE FILM,All about My Mother,True
2000,FOREIGN LANGUAGE FILM,Caravan,False
2000,FOREIGN LANGUAGE FILM,East-West,False
2000,FOREIGN LANGUAGE FILM,Solomon and Gaenor,False
2000,FOREIGN LANGUAGE FILM,Under the Sun,False
2000,MAKEUP,Austin Powers: The Spy Who Shagged Me,False
2000,MAKEUP,Bicentennial Man,False
2000,MAKEUP,Life,False
2000,MAKEUP,Topsy-Turvy,True
2000,MUSIC (Original Score),American Beauty,False
2000,MUSIC (Original Score),Angela's Ashes,False
2000,MUSIC (Original Score),The Cider House Rules,False
2000,MUSIC (Original Score),The Red Violin,True
2000,MUSIC (Original Score),The Talented Mr. Ripley,False
2000,MUSIC (Original Song),"South Park: Bigger, Longer & Uncut",False
2000,MUSIC (Original Song),Music of the Heart,False
2000,MUSIC (Original Song),Magnolia,False
2000,MUSIC (Original Song),Toy Story 2,False
2000,MUSIC (Original Song),Tarzan,True
2000,BEST PICTURE,American Beauty,True
2000,BEST PICTURE,The Cider House Rules,False
2000,BEST PICTURE,The Green Mile,False
2000,BEST PICTURE,The Insider,False
2000,BEST PICTURE,The Sixth Sense,False
2000,SHORT FILM (Animated),Humdrum,False
2000,SHORT FILM (Animated),My Grandmother Ironed the King's Shirts,False
2000,SHORT FILM (Animated),The Old Man and the Sea,True
2000,SHORT FILM (Animated),3 Misses,False
2000,SHORT FILM (Animated),When the Day Breaks,False
2000,SHORT FILM (Live Action),"Bror, Min Bror (Teis and Nico)",False
2000,SHORT FILM (Live Action),Killing Joe,False
2000,SHORT FILM (Live Action),Kleingeld (Small Change),False
2000,SHORT FILM (Live Action),Major and Minor Miracles,False
2000,SHORT FILM (Live Action),My Mother Dreams the Satan's Disciples in New York,True
2000,SOUND,The Green Mile,False
2000,SOUND,The Insider,False
2000,SOUND,The Matrix,True
2000,SOUND,The Mummy,False
2000,SOUND,Star Wars Episode I: The Phantom Menace,False
2000,SOUND EFFECTS EDITING,Fight Club,False
2000,SOUND EFFECTS EDITING,The Matrix,True
2000,SOUND EFFECTS EDITING,Star Wars Episode I: The Phantom Menace,False
2000,VISUAL EFFECTS,The Matrix,True
2000,VISUAL EFFECTS,Star Wars Episode I: The Phantom Menace,False
2000,VISUAL EFFECTS,Stuart Little,False
2000,WRITING (Screenplay Based on Material Previously Produced or Published),The Cider House Rules,True
2000,WRITING (Screenplay Based on Material Previously Produced or Published),Election,False
2000,WRITING (Screenplay Based on Material Previously Produced or Published),The Green Mile,False
2000,WRITING (Screenplay Based on Material Previously Produced or Published),The Insider,False
2000,WRITING (Screenplay Based on Material Previously Produced or Published),The Talented Mr. Ripley,False
2000,WRITING (Screenplay Written Directly for the Screen),American Beauty,True
2000,WRITING (Screenplay Written Directly for the Screen),Being John Malkovich,False
2000,WRITING (Screenplay Written Directly for the Screen),Magnolia,False
2000,WRITING (Screenplay Written Directly for the Screen),The Sixth Sense,False
2000,WRITING (Screenplay Written Directly for the Screen),Topsy-Turvy,False
2000,HONORARY AWARD,,True
2000,IRVING G. THALBERG MEMORIAL AWARD,,True
2000,GORDON E. SAWYER AWARD,,True
2000,AWARD OF COMMENDATION,,True
2000,JOHN A. BONNER MEDAL OF COMMENDATION,,True
2000,JOHN A. BONNER MEDAL OF COMMENDATION,,True
2001,ACTOR IN A LEADING ROLE,Before Night Falls,False
2001,ACTOR IN A LEADING ROLE,Gladiator,True
2001,ACTOR IN A LEADING ROLE,Cast Away,False
2001,ACTOR IN A LEADING ROLE,Pollock,False
2001,ACTOR IN A LEADING ROLE,Quills,False
2001,ACTOR IN A SUPPORTING ROLE,The Contender,False
2001,ACTOR IN A SUPPORTING ROLE,Shadow of the Vampire,False
2001,ACTOR IN A SUPPORTING ROLE,Traffic,True
2001,ACTOR IN A SUPPORTING ROLE,Erin Brockovich,False
2001,ACTOR IN A SUPPORTING ROLE,Gladiator,False
2001,ACTRESS IN A LEADING ROLE,The Contender,False
2001,ACTRESS IN A LEADING ROLE,Chocolat,False
2001,ACTRESS IN A LEADING ROLE,Requiem for a Dream,False
2001,ACTRESS IN A LEADING ROLE,You Can Count on Me,False
2001,ACTRESS IN A LEADING ROLE,Erin Brockovich,True
2001,ACTRESS IN A SUPPORTING ROLE,Chocolat,False
2001,ACTRESS IN A SUPPORTING ROLE,Pollock,True
2001,ACTRESS IN A SUPPORTING ROLE,Almost Famous,False
2001,ACTRESS IN A SUPPORTING ROLE,Almost Famous,False
2001,ACTRESS IN A SUPPORTING ROLE,Billy Elliot,False
2001,ART DIRECTION,"Crouching Tiger, Hidden Dragon",True
2001,ART DIRECTION,Dr. Seuss' How the Grinch Stole Christmas,False
2001,ART DIRECTION,Gladiator,False
2001,ART DIRECTION,Quills,False
2001,ART DIRECTION,Vatel,False
2001,CINEMATOGRAPHY,"Crouching Tiger, Hidden Dragon",True
2001,CINEMATOGRAPHY,Gladiator,False
2001,CINEMATOGRAPHY,Malèna,False
2001,CINEMATOGRAPHY,"O Brother, Where Art Thou?",False
2001,CINEMATOGRAPHY,The Patriot,False
2001,COSTUME DESIGN,"Crouching Tiger, Hidden Dragon",False
2001,COSTUME DESIGN,Dr. Seuss' How the Grinch Stole Christmas,False
2001,COSTUME DESIGN,Gladiator,True
2001,COSTUME DESIGN,102 Dalmatians,False
2001,COSTUME DESIGN,Quills,False
2001,DIRECTING,Billy Elliot,False
2001,DIRECTING,"Crouching Tiger, Hidden Dragon",False
2001,DIRECTING,Erin Brockovich,False
2001,DIRECTING,Gladiator,False
2001,DIRECTING,Traffic,True
2001,DOCUMENTARY (Feature),Into the Arms of Strangers: Stories of the Kindertransport,True
2001,DOCUMENTARY (Feature),Legacy,False
2001,DOCUMENTARY (Feature),Long Night's Journey into Day,False
2001,DOCUMENTARY (Feature),Scottsboro: An American Tragedy,False
2001,DOCUMENTARY (Feature),Sound and Fury,False
2001,DOCUMENTARY (Short Subject),Big Mama,True
2001,DOCUMENTARY (Short Subject),Curtain Call,False
2001,DOCUMENTARY (Short Subject),Dolphins,False
2001,DOCUMENTARY (Short Subject),The Man on Lincoln's Nose,False
2001,DOCUMENTARY (Short Subject),On Tiptoe: Gentle Steps to Freedom,False
2001,FILM EDITING,Almost Famous,False
2001,FILM EDITING,"Crouching Tiger, Hidden Dragon",False
2001,FILM EDITING,Gladiator,False
2001,FILM EDITING,Traffic,True
2001,FILM EDITING,Wonder Boys,False
2001,FOREIGN LANGUAGE FILM,Amores Perros,False
2001,FOREIGN LANGUAGE FILM,"Crouching Tiger, Hidden Dragon",True
2001,FOREIGN LANGUAGE FILM,Divided We Fall,False
2001,FOREIGN LANGUAGE FILM,Everybody Famous!,False
2001,FOREIGN LANGUAGE FILM,The Taste of Others,False
2001,MAKEUP,The Cell,False
2001,MAKEUP,Dr. Seuss' How the Grinch Stole Christmas,True
2001,MAKEUP,Shadow of the Vampire,False
2001,MUSIC (Original Score),Chocolat,False
2001,MUSIC (Original Score),"Crouching Tiger, Hidden Dragon",True
2001,MUSIC (Original Score),Gladiator,False
2001,MUSIC (Original Score),Malèna,False
2001,MUSIC (Original Score),The Patriot,False
2001,MUSIC (Original Song),Meet the Parents,False
2001,MUSIC (Original Song),Dancer in the Dark,False
2001,MUSIC (Original Song),"Crouching Tiger, Hidden Dragon",False
2001,MUSIC (Original Song),The Emperor's New Groove,False
2001,MUSIC (Original Song),Wonder Boys,True
2001,BEST PICTURE,Chocolat,False
2001,BEST PICTURE,"Crouching Tiger, Hidden Dragon",False
2001,BEST PICTURE,Erin Brockovich,False
2001,BEST PICTURE,Gladiator,True
2001,BEST PICTURE,Traffic,False
2001,SHORT FILM (Animated),Father and Daughter,True
2001,SHORT FILM (Animated),The Periwig-Maker,False
2001,SHORT FILM (Animated),Rejected,False
2001,SHORT FILM (Live Action),By Courier,False
2001,SHORT FILM (Live Action),One Day Crossing,False
2001,SHORT FILM (Live Action),Quiero Ser (I want to be...),True
2001,SHORT FILM (Live Action),Seraglio,False
2001,SHORT FILM (Live Action),A Soccer Story (Uma Historia de Futebol),False
2001,SOUND,Cast Away,False
2001,SOUND,Gladiator,True
2001,SOUND,The Patriot,False
2001,SOUND,The Perfect Storm,False
2001,SOUND,U-571,False
2001,SOUND EDITING,Space Cowboys,False
2001,SOUND EDITING,U-571,True
2001,VISUAL EFFECTS,Gladiator,True
2001,VISUAL EFFECTS,Hollow Man,False
2001,VISUAL EFFECTS,The Perfect Storm,False
2001,WRITING (Screenplay Based on Material Previously Produced or Published),Chocolat,False
2001,WRITING (Screenplay Based on Material Previously Produced or Published),"Crouching Tiger, Hidden Dragon",False
2001,WRITING (Screenplay Based on Material Previously Produced or Published),"O Brother, Where Art Thou?",False
2001,WRITING (Screenplay Based on Material Previously Produced or Published),Traffic,True
2001,WRITING (Screenplay Based on Material Previously Produced or Published),Wonder Boys,False
2001,WRITING (Screenplay Written Directly for the Screen),Almost Famous,True
2001,WRITING (Screenplay Written Directly for the Screen),Billy Elliot,False
2001,WRITING (Screenplay Written Directly for the Screen),Erin Brockovich,False
2001,WRITING (Screenplay Written Directly for the Screen),Gladiator,False
2001,WRITING (Screenplay Written Directly for the Screen),You Can Count on Me,False
2001,HONORARY AWARD,,True
2001,HONORARY AWARD,,True
2001,IRVING G. THALBERG MEMORIAL AWARD,,True
2001,GORDON E. SAWYER AWARD,,True
2001,AWARD OF COMMENDATION,,True
2001,JOHN A. BONNER MEDAL OF COMMENDATION,,True
2002,ACTOR IN A LEADING ROLE,A Beautiful Mind,False
2002,ACTOR IN A LEADING ROLE,I Am Sam,False
2002,ACTOR IN A LEADING ROLE,Ali,False
2002,ACTOR IN A LEADING ROLE,Training Day,True
2002,ACTOR IN A LEADING ROLE,In the Bedroom,False
2002,ACTOR IN A SUPPORTING ROLE,Iris,True
2002,ACTOR IN A SUPPORTING ROLE,Training Day,False
2002,ACTOR IN A SUPPORTING ROLE,Sexy Beast,False
2002,ACTOR IN A SUPPORTING ROLE,The Lord of the Rings: The Fellowship of the Ring,False
2002,ACTOR IN A SUPPORTING ROLE,Ali,False
2002,ACTRESS IN A LEADING ROLE,Monster's Ball,True
2002,ACTRESS IN A LEADING ROLE,Iris,False
2002,ACTRESS IN A LEADING ROLE,Moulin Rouge,False
2002,ACTRESS IN A LEADING ROLE,In the Bedroom,False
2002,ACTRESS IN A LEADING ROLE,Bridget Jones's Diary,False
2002,ACTRESS IN A SUPPORTING ROLE,A Beautiful Mind,True
2002,ACTRESS IN A SUPPORTING ROLE,Gosford Park,False
2002,ACTRESS IN A SUPPORTING ROLE,Gosford Park,False
2002,ACTRESS IN A SUPPORTING ROLE,In the Bedroom,False
2002,ACTRESS IN A SUPPORTING ROLE,Iris,False
2002,ANIMATED FEATURE FILM,Jimmy Neutron: Boy Genius,False
2002,ANIMATED FEATURE FILM,"Monsters, Inc.",False
2002,ANIMATED FEATURE FILM,Shrek,True
2002,ART DIRECTION,Amélie,False
2002,ART DIRECTION,Gosford Park,False
2002,ART DIRECTION,Harry Potter and the Sorcerer's Stone,False
2002,ART DIRECTION,The Lord of the Rings: The Fellowship of the Ring,False
2002,ART DIRECTION,Moulin Rouge,True
2002,CINEMATOGRAPHY,Amélie,False
2002,CINEMATOGRAPHY,Black Hawk Down,False
2002,CINEMATOGRAPHY,The Lord of the Rings: The Fellowship of the Ring,True
2002,CINEMATOGRAPHY,The Man Who Wasn't There,False
2002,CINEMATOGRAPHY,Moulin Rouge,False
2002,COSTUME DESIGN,The Affair of the Necklace,False
2002,COSTUME DESIGN,Gosford Park,False
2002,COSTUME DESIGN,Harry Potter and the Sorcerer's Stone,False
2002,COSTUME DESIGN,The Lord of the Rings: The Fellowship of the Ring,False
2002,COSTUME DESIGN,Moulin Rouge,True
2002,DIRECTING,A Beautiful Mind,True
2002,DIRECTING,Black Hawk Down,False
