title,awards_all,nomination_count,award_count,awards_won,awards_nominated
This Love of Ours,Oscars - MUSIC (Music Score of a Dramatic or Comedy Picture)(Nominated),1,0,,Oscars - MUSIC (Music Score of a Dramatic or Comedy Picture)(Nominated)
This Mechanical Age,Oscars - SHORT SUBJECT (One-reel)(Won),1,1,Oscars - SHORT SUBJECT (One-reel)(Won),
This Property Is Condemned,Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Nominated),1,0,,Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Nominated)
This Sporting Life,"Oscars - ACTOR(Nominated)
Oscars - ACTRESS(Nominated)
BAFTAs - Film | British Film in 1964(Nominated)
BAFTAs - Film | British Screenplay in 1964(Nominated)
BAFTAs - Film | Film From Any Source in 1964(Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Nominated)
Golden Globes - Foreign Film - English Language(Nominated)",7,0,,"Oscars - ACTOR(Nominated)
Oscars - ACTRESS(Nominated)
BAFTAs - Film | British Film in 1964(Nominated)
BAFTAs - Film | British Screenplay in 1964(Nominated)
BAFTAs - Film | Film From Any Source in 1964(Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Nominated)
Golden Globes - Foreign Film - English Language(Nominated)"
This Tiny World,Oscars - DOCUMENTARY (Short Subject)(Won),1,1,Oscars - DOCUMENTARY (Short Subject)(Won),
This Way Up,Oscars - SHORT FILM (Animated)(Nominated),1,0,,Oscars - SHORT FILM (Animated)(Nominated)
This Week: Death On The Rock,BAFTAs - Film | Flaherty Documentary Award in 1989(Won),1,1,BAFTAs - Film | Flaherty Documentary Award in 1989(Won),
This Woman Is Mine,Oscars - MUSIC (Music Score of a Dramatic Picture)(Nominated),1,0,,Oscars - MUSIC (Music Score of a Dramatic Picture)(Nominated)
This above All,"Oscars - ART DIRECTION (Black-and-White)(Won)
Oscars - CINEMATOGRAPHY (Black-and-White)(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - SOUND RECORDING(Nominated)",4,1,Oscars - ART DIRECTION (Black-and-White)(Won),"Oscars - CINEMATOGRAPHY (Black-and-White)(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - SOUND RECORDING(Nominated)"
"Thomas Crown Affair, The","Golden Globes - Best Original Score - Motion Picture(Nominated)
Golden Globes - Best Original Song - Motion Picture(Won)",2,1,Golden Globes - Best Original Song - Motion Picture(Won),Golden Globes - Best Original Score - Motion Picture(Nominated)
Thomas The Tank Engine And Friends,"BAFTAs - Film | Short Animation in 1985(Nominated)
BAFTAs - Film | Short Animation in 1987(Nominated)",2,0,,"BAFTAs - Film | Short Animation in 1985(Nominated)
BAFTAs - Film | Short Animation in 1987(Nominated)"
"Thorn Birds, The","Golden Globes - Best Television Limited Series or Motion Picture Made for Television(Won)
Golden Globes - Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television(Nominated)
Golden Globes - Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television(Won)
Golden Globes - Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Won)
Golden Globes - Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Won)
Golden Globes - Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Nominated)",8,4,"Golden Globes - Best Television Limited Series or Motion Picture Made for Television(Won)
Golden Globes - Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television(Won)
Golden Globes - Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Won)
Golden Globes - Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Won)","Golden Globes - Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Nominated)"
Thoroughly Modern Millie,"Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - ART DIRECTION(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - MUSIC (Original Music Score)(Won)
Oscars - MUSIC (Scoring of Music--adaptation or treatment)(Nominated)
Oscars - MUSIC (Song)(Nominated)
Oscars - SOUND(Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Won)
Golden Globes - Best Original Score - Motion Picture(Nominated)
Golden Globes - Best Original Song - Motion Picture(Nominated)
Golden Globes - Actress In A Leading Role - Musical Or Comedy(Nominated)",12,2,"Oscars - MUSIC (Original Music Score)(Won)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Won)","Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - ART DIRECTION(Nominated)
Oscars - COSTUME DESIGN(Nominated)
Oscars - MUSIC (Scoring of Music--adaptation or treatment)(Nominated)
Oscars - MUSIC (Song)(Nominated)
Oscars - SOUND(Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Original Score - Motion Picture(Nominated)
Golden Globes - Best Original Song - Motion Picture(Nominated)
Golden Globes - Actress In A Leading Role - Musical Or Comedy(Nominated)"
Those Blasted Kids,BAFTAs - Film | Documentary in 1949(Nominated),1,0,,BAFTAs - Film | Documentary in 1949(Nominated)
Those Magnificent Men In Their Flying Machines,"BAFTAs - Film | British Art Direction - Colour in 1966(Nominated)
BAFTAs - Film | British Cinematography - Colour in 1966(Nominated)
BAFTAs - Film | British Costume Design - Colour in 1966(Won)",3,1,BAFTAs - Film | British Costume Design - Colour in 1966(Won),"BAFTAs - Film | British Art Direction - Colour in 1966(Nominated)
BAFTAs - Film | British Cinematography - Colour in 1966(Nominated)"
Those Magnificent Men in Their Flying Machines,"Oscars - WRITING (Story and Screenplay--written directly for the screen)(Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - New Star Of The Year - Actor(Nominated)",4,0,,"Oscars - WRITING (Story and Screenplay--written directly for the screen)(Nominated)
Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - New Star Of The Year - Actor(Nominated)"
Thoth,Oscars - DOCUMENTARY (Short Subject)(Won),1,1,Oscars - DOCUMENTARY (Short Subject)(Won),
Thou Shalt Not Kill (Tu Ne Tueras Point),"BAFTAs - Film | Film From Any Source in 1963(Nominated)
BAFTAs - Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1963(Nominated)",2,0,,"BAFTAs - Film | Film From Any Source in 1963(Nominated)
BAFTAs - Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1963(Nominated)"
"Thousand Clowns, A","Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Actress In A Leading Role - Musical Or Comedy(Nominated)",3,0,,"Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Actress In A Leading Role - Musical Or Comedy(Nominated)"
Thousands Cheer,"Oscars - ART DIRECTION (Color)(Nominated)
Oscars - CINEMATOGRAPHY (Color)(Nominated)
Oscars - MUSIC (Scoring of a Musical Picture)(Nominated)",3,0,,"Oscars - ART DIRECTION (Color)(Nominated)
Oscars - CINEMATOGRAPHY (Color)(Nominated)
Oscars - MUSIC (Scoring of a Musical Picture)(Nominated)"
Three,Oscars - FOREIGN LANGUAGE FILM(Nominated),1,0,,Oscars - FOREIGN LANGUAGE FILM(Nominated)
"Three Billboards Outside Ebbing, Missouri","BAFTAs - Film | Best Film in 2018(Won)
BAFTAs - Film | Cinematography in 2018(Nominated)
BAFTAs - Film | Director in 2018(Nominated)
BAFTAs - Film | Editing in 2018(Nominated)
BAFTAs - Film | Original Screenplay in 2018(Won)
BAFTAs - Film | Outstanding British Film in 2018(Won)
Golden Globes - Best Motion Picture - Drama(Won)
Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Won)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Won)
Golden Globes - Best Director - Motion Picture(Nominated)
Golden Globes - Best Screenplay - Motion Picture(Won)
Golden Globes - Best Original Score - Motion Picture(Nominated)",12,7,"BAFTAs - Film | Best Film in 2018(Won)
BAFTAs - Film | Original Screenplay in 2018(Won)
BAFTAs - Film | Outstanding British Film in 2018(Won)
Golden Globes - Best Motion Picture - Drama(Won)
Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Won)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Won)
Golden Globes - Best Screenplay - Motion Picture(Won)","BAFTAs - Film | Cinematography in 2018(Nominated)
BAFTAs - Film | Director in 2018(Nominated)
BAFTAs - Film | Editing in 2018(Nominated)
Golden Globes - Best Director - Motion Picture(Nominated)
Golden Globes - Best Original Score - Motion Picture(Nominated)"
"Three Billboards outside Ebbing, Missouri","Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - ACTOR IN A SUPPORTING ROLE(Won)
Oscars - ACTRESS IN A LEADING ROLE(Won)
Oscars - FILM EDITING(Nominated)
Oscars - MUSIC (Original Score)(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Original Screenplay)(Nominated)",7,2,"Oscars - ACTOR IN A SUPPORTING ROLE(Won)
Oscars - ACTRESS IN A LEADING ROLE(Won)","Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Oscars - FILM EDITING(Nominated)
Oscars - MUSIC (Original Score)(Nominated)
Oscars - BEST PICTURE(Nominated)
Oscars - WRITING (Original Screenplay)(Nominated)"
Three Brothers,Oscars - FOREIGN LANGUAGE FILM(Nominated),1,0,,Oscars - FOREIGN LANGUAGE FILM(Nominated)
Three Coins in the Fountain,"Oscars - CINEMATOGRAPHY (Color)(Won)
Oscars - MUSIC (Song)(Won)
Oscars - BEST MOTION PICTURE(Nominated)",3,2,"Oscars - CINEMATOGRAPHY (Color)(Won)
Oscars - MUSIC (Song)(Won)",Oscars - BEST MOTION PICTURE(Nominated)
Three Colours Red (Trois Couleurs: Rouge),"BAFTAs - Film | David Lean Award for Achievement in Direction in 1995(Nominated)
BAFTAs - Film | Film Not in the English Language in 1995(Nominated)
BAFTAs - Film | Original Screenplay in 1995(Nominated)",3,0,,"BAFTAs - Film | David Lean Award for Achievement in Direction in 1995(Nominated)
BAFTAs - Film | Film Not in the English Language in 1995(Nominated)
BAFTAs - Film | Original Screenplay in 1995(Nominated)"
Three Colours: Blue (Trois couleurs: Bleu) ,"Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Nominated)
Golden Globes - Best Original Score - Motion Picture(Nominated)",2,0,,"Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Nominated)
Golden Globes - Best Original Score - Motion Picture(Nominated)"
Three Comrades,Oscars - ACTRESS(Nominated),1,0,,Oscars - ACTRESS(Nominated)
Three Dawns To Sydney,BAFTAs - Film | Documentary in 1949(Nominated),1,0,,BAFTAs - Film | Documentary in 1949(Nominated)
Three Days and a Child,Golden Globes - New Star Of The Year - Actor(Nominated),1,0,,Golden Globes - New Star Of The Year - Actor(Nominated)
Three Days of the Condor,"Oscars - FILM EDITING(Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Nominated)",2,0,,"Oscars - FILM EDITING(Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Nominated)"
"Three Faces of Eve, The",Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Won),1,1,Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Won),
Three Identical Strangers,BAFTAs - Film | Documentary in 2019(Nominated),1,0,,BAFTAs - Film | Documentary in 2019(Nominated)
Three Is a Family,Oscars - SOUND RECORDING(Nominated),1,0,,Oscars - SOUND RECORDING(Nominated)
Three Kisses,Oscars - SHORT SUBJECT (One-reel)(Nominated),1,0,,Oscars - SHORT SUBJECT (One-reel)(Nominated)
Three Little Words,"Oscars - MUSIC (Scoring of a Musical Picture)(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Won)
Golden Globes - New Star Of The Year(Nominated)",3,1,Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Won),"Oscars - MUSIC (Scoring of a Musical Picture)(Nominated)
Golden Globes - New Star Of The Year(Nominated)"
Three Men In A Boat,BAFTAs - Film | British Screenplay in 1957(Nominated),1,0,,BAFTAs - Film | British Screenplay in 1957(Nominated)
Three Men and a Cradle,Oscars - FOREIGN LANGUAGE FILM(Nominated),1,0,,Oscars - FOREIGN LANGUAGE FILM(Nominated)
"Three Musketeers, The","Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy(Won)",2,1,Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy(Won),Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)
Three Orphan Kittens,Oscars - SHORT SUBJECT (Cartoon)(Won),1,1,Oscars - SHORT SUBJECT (Cartoon)(Won),
Three Russian Girls,Oscars - MUSIC (Music Score of a Dramatic or Comedy Picture)(Nominated),1,0,,Oscars - MUSIC (Music Score of a Dramatic or Comedy Picture)(Nominated)
Three Smart Girls,"Oscars - OUTSTANDING PRODUCTION(Nominated)
Oscars - SOUND RECORDING(Nominated)
Oscars - WRITING (Original Story)(Nominated)",3,0,,"Oscars - OUTSTANDING PRODUCTION(Nominated)
Oscars - SOUND RECORDING(Nominated)
Oscars - WRITING (Original Story)(Nominated)"
Three Songs for Benazir,Oscars - DOCUMENTARY (Short Subject)(Nominated),1,0,,Oscars - DOCUMENTARY (Short Subject)(Nominated)
Three's Company,"Golden Globes - Best Television Series - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actress in a Television Series - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Television Series - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Won)
Golden Globes - Best Performance by an Actor in a Television Series - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Television Series - Musical or Comedy(Won)",7,2,"Golden Globes - Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Won)
Golden Globes - Best Performance by an Actor in a Television Series - Musical or Comedy(Won)","Golden Globes - Best Television Series - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actress in a Television Series - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Television Series - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Nominated)
Golden Globes - Best Performance by an Actor in a Television Series - Musical or Comedy(Nominated)"
Through A Glass Darkly (Såsom I En Spegel),BAFTAs - Film | Film From Any Source in 1963(Nominated),1,0,,BAFTAs - Film | Film From Any Source in 1963(Nominated)
Through a Glass Darkly,"Oscars - FOREIGN LANGUAGE FILM(Won)
Oscars - WRITING (Story and Screenplay--written directly for the screen)(Nominated)",2,1,Oscars - FOREIGN LANGUAGE FILM(Won),Oscars - WRITING (Story and Screenplay--written directly for the screen)(Nominated)
Throw Momma From The Train,"Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)",2,0,,"Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)"
Throw Momma from the Train,Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated),1,0,,Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Thunderball,"Oscars - SPECIAL VISUAL EFFECTS(Won)
BAFTAs - Film | British Art Direction - Colour in 1966(Nominated)",2,1,Oscars - SPECIAL VISUAL EFFECTS(Won),BAFTAs - Film | British Art Direction - Colour in 1966(Nominated)
Thunderbolt,Oscars - ACTOR(Nominated),1,0,,Oscars - ACTOR(Nominated)
Thunderbolt and Lightfoot,Oscars - ACTOR IN A SUPPORTING ROLE(Nominated),1,0,,Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Thursday's Child,"Golden Globes - Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Nominated)",2,0,,"Golden Globes - Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television(Nominated)"
Thursday's Children,"Oscars - DOCUMENTARY (Short Subject)(Won)
BAFTAs - Film | Documentary in 1955(Nominated)",2,1,Oscars - DOCUMENTARY (Short Subject)(Won),BAFTAs - Film | Documentary in 1955(Nominated)
Tiara Tahiti,BAFTAs - Film | British Screenplay in 1963(Nominated),1,0,,BAFTAs - Film | British Screenplay in 1963(Nominated)
"Ticklish Affair, A",Golden Globes - Best Motion Picture - Musical or Comedy(Nominated),1,0,,Golden Globes - Best Motion Picture - Musical or Comedy(Nominated)
Tidy Why,BAFTAs - Film | Animated Film in 1968(Nominated),1,0,,BAFTAs - Film | Animated Film in 1968(Nominated)
Tiger Bay,"BAFTAs - Film | British Film in 1960(Nominated)
BAFTAs - Film | British Screenplay in 1960(Nominated)
BAFTAs - Film | Film From Any Source in 1960(Nominated)",3,0,,"BAFTAs - Film | British Film in 1960(Nominated)
BAFTAs - Film | British Screenplay in 1960(Nominated)
BAFTAs - Film | Film From Any Source in 1960(Nominated)"
Tight Trousers,BAFTAs - Film | Short Film in 1990(Nominated),1,0,,BAFTAs - Film | Short Film in 1990(Nominated)
Tim Burton's Corpse Bride,Oscars - ANIMATED FEATURE FILM(Nominated),1,0,,Oscars - ANIMATED FEATURE FILM(Nominated)
Tim Robbins,BAFTAs - Film | Actor in a Leading Role in 1993(Nominated),1,0,,BAFTAs - Film | Actor in a Leading Role in 1993(Nominated)
Tim Roth,"BAFTAs - Film | Most Promising Newcomer To Film in 1985(Nominated)
BAFTAs - Film | Actor in a Supporting Role in 1996(Won)",2,1,BAFTAs - Film | Actor in a Supporting Role in 1996(Won),BAFTAs - Film | Most Promising Newcomer To Film in 1985(Nominated)
Timber Toppers,Oscars - SHORT SUBJECT (One-reel)(Nominated),1,0,,Oscars - SHORT SUBJECT (One-reel)(Nominated)
Timbuktu,"Oscars - FOREIGN LANGUAGE FILM(Nominated)
BAFTAs - Film | Film Not in the English Language in 2016(Nominated)",2,0,,"Oscars - FOREIGN LANGUAGE FILM(Nominated)
BAFTAs - Film | Film Not in the English Language in 2016(Nominated)"
Time,Oscars - DOCUMENTARY (Feature)(Nominated),1,0,,Oscars - DOCUMENTARY (Feature)(Nominated)
Time Freak,Oscars - SHORT FILM (Live Action)(Nominated),1,0,,Oscars - SHORT FILM (Live Action)(Nominated)
Time Is Running Out,Oscars - DOCUMENTARY (Short Subject)(Nominated),1,0,,Oscars - DOCUMENTARY (Short Subject)(Nominated)
Time Out Of War,"BAFTAs - Film | Special Award in 1955(Won)
BAFTAs - Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1955(Nominated)",2,1,BAFTAs - Film | Special Award in 1955(Won),BAFTAs - Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter in 1955(Nominated)
Time Piece,Oscars - SHORT SUBJECT (Live Action)(Nominated),1,0,,Oscars - SHORT SUBJECT (Live Action)(Nominated)
Time Stood Still,Oscars - SHORT SUBJECT (One-reel)(Nominated),1,0,,Oscars - SHORT SUBJECT (One-reel)(Nominated)
Time To Run,Golden Globes - New Star Of The Year - Actress(Nominated),1,0,,Golden Globes - New Star Of The Year - Actress(Nominated)
"Time to Kill, A",Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated),1,0,,Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)
"Time to Live, A",Golden Globes - Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television(Won),1,1,Golden Globes - Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television(Won),
"Time to Love and a Time to Die, A","Golden Globes - Promoting International Understanding(Nominated)
Golden Globes - New Star Of The Year - Actor(Won)",2,1,Golden Globes - New Star Of The Year - Actor(Won),Golden Globes - Promoting International Understanding(Nominated)
Timecode,Oscars - SHORT FILM (Live Action)(Nominated),1,0,,Oscars - SHORT FILM (Live Action)(Nominated)
Timothee Chalamet,BAFTAs - Film | Supporting Actor in 2019(Nominated),1,0,,BAFTAs - Film | Supporting Actor in 2019(Nominated)
Timothy Hutton,BAFTAs - Film | Most Promising Newcomer To Leading Film Roles in 1982(Nominated),1,0,,BAFTAs - Film | Most Promising Newcomer To Leading Film Roles in 1982(Nominated)
Timothée Chalamet,"BAFTAs - Film | EE Rising Star in 2018(Nominated)
BAFTAs - Film | Leading Actor in 2018(Nominated)",2,0,,"BAFTAs - Film | EE Rising Star in 2018(Nominated)
BAFTAs - Film | Leading Actor in 2018(Nominated)"
Tin Cup,Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated),1,0,,Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Nominated)
Tin Pan Alley,Oscars - MUSIC (Scoring)(Won),1,1,Oscars - MUSIC (Scoring)(Won),
Tin Toy,Oscars - SHORT FILM (Animated)(Won),1,1,Oscars - SHORT FILM (Animated)(Won),
Tinker Tailor Soldier Spy,"Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - MUSIC (Original Score)(Nominated)
Oscars - WRITING (Adapted Screenplay)(Nominated)",3,0,,"Oscars - ACTOR IN A LEADING ROLE(Nominated)
Oscars - MUSIC (Original Score)(Nominated)
Oscars - WRITING (Adapted Screenplay)(Nominated)"
Tit for Tat,Oscars - SHORT SUBJECT (Comedy)(Nominated),1,0,,Oscars - SHORT SUBJECT (Comedy)(Nominated)
Titanic,"Oscars - ART DIRECTION (Black-and-White)(Nominated)
Oscars - WRITING (Story and Screenplay)(Won)
Oscars - ACTRESS IN A LEADING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - ART DIRECTION(Won)
Oscars - CINEMATOGRAPHY(Won)
Oscars - COSTUME DESIGN(Won)
Oscars - DIRECTING(Won)
Oscars - FILM EDITING(Won)
Oscars - MAKEUP(Nominated)
Oscars - MUSIC (Original Dramatic Score)(Won)
Oscars - MUSIC (Original Song)(Won)
Oscars - BEST PICTURE(Won)
Oscars - SOUND(Won)
Oscars - SOUND EFFECTS EDITING(Won)
Oscars - VISUAL EFFECTS(Won)
Golden Globes - Best Motion Picture - Drama(Won)
Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Director - Motion Picture(Won)
Golden Globes - Best Screenplay - Motion Picture(Nominated)
Golden Globes - Best Original Score - Motion Picture(Won)
Golden Globes - Best Original Song - Motion Picture(Won)",24,16,"Oscars - WRITING (Story and Screenplay)(Won)
Oscars - ART DIRECTION(Won)
Oscars - CINEMATOGRAPHY(Won)
Oscars - COSTUME DESIGN(Won)
Oscars - DIRECTING(Won)
Oscars - FILM EDITING(Won)
Oscars - MUSIC (Original Dramatic Score)(Won)
Oscars - MUSIC (Original Song)(Won)
Oscars - BEST PICTURE(Won)
Oscars - SOUND(Won)
Oscars - SOUND EFFECTS EDITING(Won)
Oscars - VISUAL EFFECTS(Won)
Golden Globes - Best Motion Picture - Drama(Won)
Golden Globes - Best Director - Motion Picture(Won)
Golden Globes - Best Original Score - Motion Picture(Won)
Golden Globes - Best Original Song - Motion Picture(Won)","Oscars - ART DIRECTION (Black-and-White)(Nominated)
Oscars - ACTRESS IN A LEADING ROLE(Nominated)
Oscars - ACTRESS IN A SUPPORTING ROLE(Nominated)
Oscars - MAKEUP(Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Drama(Nominated)
Golden Globes - Best Performance by an Actor in a Motion Picture - Drama(Nominated)
Golden Globes - Best Performance by an Actress in a Supporting Role in any Motion Picture(Nominated)
Golden Globes - Best Screenplay - Motion Picture(Nominated)"
Titus,Oscars - COSTUME DESIGN(Nominated),1,0,,Oscars - COSTUME DESIGN(Nominated)
Tizoc,Golden Globes - Foreign Film - Foreign Language(Won),1,1,Golden Globes - Foreign Film - Foreign Language(Won),
Tlayucan,Oscars - FOREIGN LANGUAGE FILM(Nominated),1,0,,Oscars - FOREIGN LANGUAGE FILM(Nominated)
To Be Alive!,Oscars - DOCUMENTARY (Short Subject)(Won),1,1,Oscars - DOCUMENTARY (Short Subject)(Won),
To Be or Not to Be,"Oscars - MUSIC (Music Score of a Dramatic or Comedy Picture)(Nominated)
Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)",4,0,,"Oscars - MUSIC (Music Score of a Dramatic or Comedy Picture)(Nominated)
Oscars - ACTOR IN A SUPPORTING ROLE(Nominated)
Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy(Nominated)
Golden Globes - Best Performance by an Actor in a Supporting Role in any Motion Picture(Nominated)"
To Bed Or Not To Bed,"Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Won)
Golden Globes - Foreign Film - Foreign Language(Nominated)",2,1,Golden Globes - Best Performance by an Actor in a Motion Picture - Musical or Comedy(Won),Golden Globes - Foreign Film - Foreign Language(Nominated)
To Catch a Thief,"Oscars - ART DIRECTION (Color)(Nominated)
Oscars - CINEMATOGRAPHY (Color)(Won)
Oscars - COSTUME DESIGN (Color)(Nominated)",3,1,Oscars - CINEMATOGRAPHY (Color)(Won),"Oscars - ART DIRECTION (Color)(Nominated)
Oscars - COSTUME DESIGN (Color)(Nominated)"
To Die For,Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy(Won),1,1,Golden Globes - Best Performance by an Actress in a Motion Picture - Musical or Comedy(Won),
To Die In Madrid,"BAFTAs - Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1968(Won)",1,1,"BAFTAs - Film | Robert Flaherty Award (Feature Length Film, Documentary In Content) in 1968(Won)",
To Die in Madrid,Oscars - DOCUMENTARY (Feature)(Nominated),1,0,,Oscars - DOCUMENTARY (Feature)(Nominated)
To Die of Love,Golden Globes - Foreign Film - Foreign Language(Nominated),1,0,,Golden Globes - Foreign Film - Foreign Language(Nominated)
To Each His Own,"Oscars - ACTRESS(Won)
Oscars - WRITING (Original Motion Picture Story)(Nominated)",2,1,Oscars - ACTRESS(Won),Oscars - WRITING (Original Motion Picture Story)(Nominated)
To Forget Venice,Oscars - FOREIGN LANGUAGE FILM(Nominated),1,0,,Oscars - FOREIGN LANGUAGE FILM(Nominated)
